"OTU"	"Carey2015_1"	"Carey2015_2"	"Leff2015_1"	"Leff2015_2"	"Leff2015_3"	"Leff2015_4"	"Leff2015_5"	"Leff2015_6"	"Li2016_1"	"Li2016_2"	"McHugh2017"	"Obrien2016"	"Wang2017"	"Freq"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Sum_log2FoldChange"	"Mean_log2FoldChange"	"Binary_log2FoldChange"
"OTU_1456"	0.253109043441875	0.531723024350459	1.39085455152052	NA	-0.747058162573862	NA	NA	NA	NA	NA	NA	0.285550225438071	NA	5	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"mle1-27"	"unculturedproteobacterium"	1.71417868217706	0.342835736435413	1
"OTU_1458"	0.340803789939786	0.0983360359205462	-0.3424530426276	0.1249204953875	NA	-0.140783611140771	NA	NA	NA	NA	NA	-0.720635781095671	NA	6	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	-0.63981211361621	-0.106635352269368	-1
"OTU_1462"	0.379098057743093	-0.480206477909659	NA	NA	NA	NA	NA	NA	-0.426260547455506	-2.12421244495732	NA	-0.554674530591617	NA	5	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae(Subgroup4)"	"11-24"	-3.20625594317101	-0.641251188634202	-1
"OTU_1465"	-0.0830067474291531	0.0223699089055286	0.385545350480561	0.385646896235328	NA	0.727501057715612	NA	0.156493719919183	-0.580105698940835	NA	NA	0.276834673566877	0.367842511266991	9	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacterales"	"Gsoil-1167"	"unculturedbacterium"	1.65912167172009	0.184346852413344	1
"OTU_14662"	0.479389302102127	0.446821641156535	0.57220896629313	-0.496824728925221	0.76740007190733	NA	NA	NA	0.432279770171476	NA	NA	-0.13414998359237	0.0501674828179825	8	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacterales"	"Patulibacteraceae"	"Patulibacter"	2.11729252193099	0.264661565241374	1
"OTU_1467"	-0.35106955621375	0.0449176560908489	-0.0943597969339585	0.327727895161539	-1.73683491488853	-0.255070211691942	NA	NA	NA	NA	NA	-0.616848383438125	NA	7	"Planctomycetes"	"Phycisphaerae"	"Tepidisphaerales"	"Tepidisphaeraceae"	"unidentified"	-2.68153731191392	-0.383076758844845	-1
"OTU_147"	NA	NA	0.700213965961831	NA	-0.645959034823948	0.159256606752168	NA	0.240659165231541	-0.313764452594924	-1.49847944080962	NA	-0.391673074147715	-0.0479572653762809	8	"Acidobacteria"	"Subgroup6"	"unidentified"	"unidentified"	"unidentified"	-1.79770352980695	-0.224712941225868	-1
"OTU_14703"	-0.421564920490306	0.169058837600516	NA	NA	NA	NA	NA	NA	0.387628450626143	NA	NA	-0.428241873765559	-0.239452214310148	5	"Acidobacteria"	"Subgroup5"	"Ambiguous_taxa"	"unidentified"	"unidentified"	-0.532571720339354	-0.106514344067871	-1
"OTU_1475"	NA	NA	NA	NA	0.0302364184978805	0.339123253730742	NA	NA	0.271828434163672	0.0222118458579308	NA	-0.339766392702336	NA	5	"Chloroflexi"	"Ktedonobacteria"	"JG30-KF-AS9"	"unculturedbacterium"	"unidentified"	0.323633559547889	0.0647267119095778	1
"OTU_1477"	NA	NA	NA	0.133033204528716	NA	-0.487942266332408	0.0109569610414652	NA	0.393717761672883	1.0968331768399	NA	NA	NA	5	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"unidentified"	1.14659883775056	0.229319767550111	1
"OTU_1478"	0.334981733742488	-0.178290564404747	NA	NA	NA	NA	NA	NA	0.196858392524177	NA	-0.300384688701281	0.459902869892669	-0.426867857419419	6	"Acidobacteria"	"Subgroup6"	"unidentified"	"unidentified"	"unidentified"	0.086199885633887	0.0143666476056478	1
"OTU_148"	NA	NA	-0.782856733440034	-1.15308434038209	NA	NA	NA	0.038079949648833	0.585982902494947	0.535638393850441	-1.29535118796099	0.677678755962494	NA	7	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Xanthobacteraceae"	"Pseudolabrys"	-1.3939122598264	-0.199130322832343	-1
"OTU_14834"	0.197739360321918	-0.160881663946593	NA	0.733278477328374	NA	NA	-0.581392094826596	NA	NA	NA	NA	0.477853845571615	NA	5	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Actinoplanes"	0.666597924448718	0.133319584889744	1
"OTU_1484"	NA	-0.373425187547828	NA	NA	NA	NA	NA	NA	-0.245871146684228	-1.27630971937831	-0.394804086014742	-0.286620495770633	-0.181857224442517	6	"Acidobacteria"	"Holophagae"	"Subgroup7"	"unculturedAcidobacteriabacterium"	"unidentified"	-2.75888785983826	-0.459814643306376	-1
"OTU_14886"	0.11671457506846	0.322384298343832	NA	NA	NA	NA	NA	NA	-0.879631606333092	0.874759491544094	0.12871940499785	0.129641357437508	NA	6	"Actinobacteria"	"Thermoleophilia"	"Gaiellales"	"uncultured"	"unidentified"	0.692587521058652	0.115431253509775	1
"OTU_1492"	0.0231668104750158	-0.440044220141351	NA	NA	NA	NA	NA	NA	-1.7583933181701	NA	NA	1.05071779048821	1.03771004871827	5	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Lysobacter"	-0.0868428886299552	-0.017368577725991	-1
"OTU_1493"	-0.466734636161518	0.527083701196388	NA	NA	NA	NA	NA	NA	NA	NA	0.846861063720334	0.878862425824877	0.223676782027746	5	"Planctomycetes"	"Planctomycetacia"	"Planctomycetales"	"Planctomycetaceae"	"Pir4lineage"	2.00974933660783	0.401949867321565	1
"OTU_14998"	NA	NA	NA	NA	NA	0.402854772844737	-0.0326622968242375	-0.384317471938626	2.29373115810151	0.233232659997262	NA	0.0407605520893575	NA	6	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"unidentified"	2.55359937427	0.425599895711667	1
"OTU_15"	NA	NA	-0.484239098432542	NA	-0.182897369224278	-0.161026459832752	0.258931229143125	-0.92412689944649	0.235432953098889	0.116416154315904	NA	0.0446181957838913	NA	8	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae(Subgroup1)"	"CandidatusKoribacter"	-1.09689129459425	-0.137111411824282	-1
"OTU_150"	NA	NA	NA	NA	-1.61642634529801	0.587669485536784	NA	NA	-0.101535428205413	0.793810814840328	NA	-0.177511642018914	NA	5	"Chloroflexi"	"Ktedonobacteria"	"JG30-KF-AS9"	"unidentified"	"unidentified"	-0.513993115145225	-0.102798623029045	-1
"OTU_1500"	0.44123228850377	0.346872814836197	NA	NA	NA	NA	NA	NA	-0.926837629460122	0.199489540379282	-0.0678331505004626	-0.0530688693750715	0.348915969522736	7	"Actinobacteria"	"Thermoleophilia"	"Gaiellales"	"uncultured"	"unidentified"	0.288770963906329	0.0412529948437613	1
"OTU_1501"	NA	NA	NA	NA	0.0446439233693933	NA	NA	-1.79795717113721	-0.982151445865304	0.188560379151754	NA	0.363061926626943	NA	5	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"RhizobialesIncertaeSedis"	"Rhizomicrobium"	-2.18384238785442	-0.436768477570885	-1
"OTU_1502"	NA	NA	0.282971988711671	0.199045413361067	-0.661482002426615	-0.614153300917727	1.03701947373041	0.147721062697089	-0.274867835468038	-0.354835858870447	NA	0.0982677341481374	NA	9	"Verrucomicrobia"	"OPB35soilgroup"	"unidentified"	"unidentified"	"unidentified"	-0.140313325034453	-0.0155903694482725	-1
"OTU_1505"	NA	NA	NA	0.859853892175749	-0.295024057654974	0.303296682241744	-0.107064441571297	-0.770526217563825	0.229412274098874	0.903096423665326	NA	-0.0179272392937424	NA	8	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"H16"	1.10511731609785	0.138139664512232	1
"OTU_1507"	0.206811623447073	-0.115729283583764	0.582780060072808	1.53340162840147	1.21706698840792	NA	NA	NA	NA	NA	NA	0.901476809308618	NA	6	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Mucilaginibacter"	4.32580782605412	0.720967971009021	1
"OTU_1509"	NA	NA	1.07853021218609	NA	0.685714521970967	NA	NA	1.06848033791001	-1.80666415770289	NA	NA	-0.460307836479459	-0.213967221351422	6	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"JG34-KF-361"	"unidentified"	0.351785856533296	0.0586309760888827	1
"OTU_151"	NA	NA	-0.598114798425462	NA	-1.89371565604559	-0.207456659237127	-0.486756683990047	-2.76675154568211	0.0142667139370435	0.861994502047312	NA	-0.00424738486547784	NA	8	"Acidobacteria"	"Solibacteres"	"Solibacterales"	"Solibacteraceae(Subgroup3)"	"Bryobacter"	-5.08078151226146	-0.635097689032682	-1
"OTU_1511"	NA	NA	NA	NA	NA	-0.349418123385524	0.873755006028819	NA	-0.402476171847904	-0.170197580413628	NA	-0.530566550161345	NA	5	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Haliangiaceae"	"Haliangium"	-0.578903419779582	-0.115780683955916	-1
"OTU_15123"	NA	NA	NA	NA	-0.0240305025853509	-0.46015252684063	-0.211967166524394	NA	0.295005932502127	0.273669831629552	NA	-0.430275066268668	NA	6	"Verrucomicrobia"	"Spartobacteria"	"Chthoniobacterales"	"Xiphinematobacteraceae"	"CandidatusXiphinematobacter"	-0.557749498087364	-0.0929582496812273	-1
"OTU_15145"	0.515878104944949	-0.294046884435752	NA	NA	NA	-0.214137931135919	NA	0.149158780999377	NA	NA	0.0277368475770499	0.649184366463681	0.171981062193811	7	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"unidentified"	"unidentified"	1.0057543466072	0.143679192372457	1
"OTU_15172"	NA	NA	-0.212122632085583	NA	NA	-0.0348478361018491	0.0382968275971594	-0.0131670268716336	-0.114741337292553	-0.0659212343354975	NA	-0.248294715362318	NA	7	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Hyphomicrobiaceae"	"Hyphomicrobium"	-0.650797954452275	-0.092971136350325	-1
"OTU_152"	0.0242487316236535	0.40798674607086	0.353883188067748	NA	NA	NA	NA	-0.724069237598217	-0.187816379618848	-1.14091835068216	NA	0.0305278659047582	-0.465938812485823	8	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Nitrosomonadaceae"	"uncultured"	-1.70209624871803	-0.212762031089754	-1
"OTU_15221"	NA	NA	0.187257146168939	NA	-1.23487020349061	0.220047656715437	0.972731443050348	-0.385867123864275	0.646869863992616	0.806273605613957	NA	-0.319121871420617	NA	8	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae(Subgroup1)"	"CandidatusKoribacter"	0.893320516765795	0.111665064595724	1
"OTU_1523"	0.334358679313862	-0.303183075746145	-0.253805052906229	NA	NA	1.28880656143622	NA	0.889741057081572	-2.31138150281425	-0.790495277909166	NA	0.75387897734044	-0.100371163872709	9	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	"uncultured"	-0.492450798076405	-0.0547167553418228	-1
"OTU_1528"	-0.441983750967076	0.0336195083395168	NA	NA	-0.485230737913727	NA	NA	-1.22669987115923	NA	NA	NA	0.017973849761316	NA	5	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"unidentified"	"unidentified"	-2.1023210019392	-0.42046420038784	-1
"OTU_153"	-0.587986038321862	0.119811640845978	NA	-0.449770109782459	0.358296999429641	NA	NA	0.055917729239253	NA	NA	-0.134201120918483	0.55528554938542	0.610982297658112	8	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacterales"	"288-2"	"unculturedbacterium"	0.5283369475356	0.06604211844195	1
"OTU_15300"	-0.517507357896518	-0.394845704222225	NA	NA	NA	NA	NA	0.911920643303092	-1.56579815057691	NA	-0.683266664045489	-0.535037057488807	NA	6	"Actinobacteria"	"Thermoleophilia"	"Gaiellales"	"uncultured"	"unculturedbacterium"	-2.78453429092686	-0.46408904848781	-1
"OTU_1535"	NA	NA	NA	NA	NA	0.486627485494816	NA	-0.766272060249195	NA	NA	0.52582398560133	-0.210940412692146	-0.464442301034133	5	"Planctomycetes"	"Phycisphaerae"	"Tepidisphaerales"	"Tepidisphaeraceae"	"unculturedbacterium"	-0.429203302879328	-0.0858406605758656	-1
"OTU_1537"	0.308028415560095	-0.28474781133016	NA	NA	NA	NA	NA	-0.135453241374932	NA	NA	NA	-0.486444071525348	-0.118522751061751	5	"Verrucomicrobia"	"OPB35soilgroup"	"unidentified"	"unidentified"	"unidentified"	-0.717139459732096	-0.143427891946419	-1
"OTU_154"	0.261404643878056	-0.486002107031268	0.127821674155382	-0.589731254304083	-0.542328039747124	-0.494079516549544	-0.545122119931327	-1.06774702314028	-0.563388701674134	-0.575185389523459	0.0938073377277287	-0.123532506743641	-0.234612636136057	13	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"uncultured"	-4.73869563901975	-0.364515049155365	-1
"OTU_1541"	NA	NA	0.310069824224298	NA	NA	0.604784336009832	NA	-0.332850707917343	-0.404746220868859	0.231665899246626	NA	0.635956794467217	NA	6	"Armatimonadetes"	"Fimbriimonadia"	"Fimbriimonadales"	"Fimbriimonadaceae"	"Ambiguous_taxa"	1.04487992516177	0.174146654193629	1
"OTU_1542"	-0.985962071031454	0.359974565431267	NA	0.889410355660756	NA	NA	NA	NA	NA	NA	-0.222337815493156	NA	0.481025013300931	5	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacterales"	"unidentified"	"unidentified"	0.522110047868344	0.104422009573669	1
"OTU_15426"	0.334533561564955	0.141295809678833	NA	NA	NA	NA	NA	0.266339540440571	NA	NA	NA	-0.0775037512546503	-0.607052768074701	5	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae(Subgroup4)"	"11-24"	0.0576123923550077	0.0115224784710015	1
"OTU_1544"	NA	NA	-0.619139711697897	NA	-0.795870908643777	NA	NA	NA	-0.099822033260829	1.26412814169279	NA	-0.127139480289983	0.0797936832275222	6	"Actinobacteria"	"Actinobacteria"	"Frankiales"	"unidentified"	"unidentified"	-0.298050308972174	-0.0496750514953623	-1
"OTU_15444"	-0.11331965146016	0.330086835903095	0.076989221673865	NA	-0.139952861105685	NA	NA	-1.2394046527507	-0.174145960381327	-0.610656673717356	NA	0.0372049663441891	NA	8	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"A0839"	"unculturedbacterium"	-1.83319877549408	-0.22914984693676	-1
"OTU_15459"	-0.332509692048054	0.342365418406039	NA	-0.218407557417454	0.00947958600133588	0.421067227276756	NA	0.653852170410117	-0.782953324710879	NA	0.448664249245264	-0.128449519958331	-0.0660127579057944	10	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacterales"	"Solirubrobacteraceae"	"Solirubrobacter"	0.347095799299	0.0347095799299	1
"OTU_1546"	NA	NA	-0.930670257890368	-1.03590354895407	-0.26172755293854	0.663447960601859	-0.149696035146603	-0.0160335272145402	-0.868825815327597	-0.903929364340786	NA	-0.70063014137467	NA	9	"Verrucomicrobia"	"Spartobacteria"	"Chthoniobacterales"	"DA101soilgroup"	"unculturedVerrucomicrobiabacterium"	-4.20396828258531	-0.467107586953924	-1
"OTU_15524"	NA	NA	NA	NA	NA	NA	NA	0.251621206587073	0.195572698644915	-0.0879950938526948	-0.826865887109841	-0.629786889958339	-0.314077696908856	6	"Actinobacteria"	"Thermoleophilia"	"Gaiellales"	"uncultured"	"unidentified"	-1.41153166259774	-0.235255277099624	-1
"OTU_1554"	0.0248241179928182	0.215542733002666	0.54125328561068	NA	NA	NA	NA	NA	-0.0420065113102127	NA	NA	0.214161821568758	NA	5	"Verrucomicrobia"	"OPB35soilgroup"	"Ambiguous_taxa"	"unidentified"	"unidentified"	0.953775446864709	0.190755089372942	1
"OTU_1558"	NA	NA	NA	-1.18529504662078	-0.500347037458132	-0.522770035743989	-0.565815901443896	0.196530268961061	-0.548607191510089	-2.21969746139524	-0.464233197827821	-0.384748636984551	NA	9	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae(Subgroup4)"	"RB41"	-6.19498424002344	-0.688331582224826	-1
"OTU_156"	NA	NA	-0.3332761248175	0.244540962976513	0.044440971465387	-0.526520668121051	-0.704393828189934	-1.04230108751918	-0.2935243210651	0.126384521601697	NA	-0.135810269453785	NA	9	"Acidobacteria"	"Solibacteres"	"Solibacterales"	"Solibacteraceae(Subgroup3)"	"Bryobacter"	-2.62045984312295	-0.291162204791439	-1
"OTU_1560"	0.240136113801329	-0.0948502422670184	NA	NA	NA	NA	NA	NA	-1.0184230990962	NA	-0.302179551149051	-0.506173404249078	0.459569037586788	6	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"uncultured"	"unidentified"	-1.22192114537323	-0.203653524228872	-1
"OTU_15637"	NA	-0.134400705705589	NA	NA	NA	NA	NA	NA	-0.449616770223291	0.586933619457467	NA	1.19563979958848	0.227839713662891	5	"Proteobacteria"	"Gammaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	1.42639565677996	0.285279131355992	1
"OTU_1565"	0.217720783707099	0.392490172829986	0.0778279668918276	-0.718794436883254	NA	NA	NA	NA	-0.219353472775637	NA	0.142329969894879	-0.083022434211544	0.875708475702061	8	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	0.684907025155418	0.0856133781444272	1
"OTU_1566"	0.106379857836888	-0.162656258775374	0.878961098302728	NA	NA	NA	NA	NA	NA	NA	NA	0.345491744767129	0.155258415432721	5	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Sandaracinaceae"	"uncultured"	1.32343485756409	0.264686971512818	1
"OTU_1568"	NA	NA	NA	NA	-2.34257208972359	NA	NA	NA	1.58590788310375	0.630266156881406	NA	0.056924689068611	-0.292550905663927	5	"Chloroflexi"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	"uncultured"	-0.36202426633375	-0.07240485326675	-1
"OTU_1569"	NA	NA	-0.718126569374788	NA	NA	NA	NA	0.84185956361357	0.735643535316602	-0.297370916095575	NA	-0.271077535922028	NA	5	"Planctomycetes"	"Planctomycetacia"	"Planctomycetales"	"Planctomycetaceae"	"uncultured"	0.290928077537781	0.0581856155075562	1
"OTU_15699"	-0.132654514858794	-0.165357315637042	NA	0.688310118080327	NA	NA	NA	0.811399910407389	NA	NA	NA	-0.29456646305056	NA	5	"Actinobacteria"	"Thermoleophilia"	"Gaiellales"	"uncultured"	"unidentified"	0.90713173494132	0.181426346988264	1
"OTU_157"	-0.108921627833557	-0.170952236953717	-0.424934070695461	0.355690068312947	0.37505581335136	0.353448505616566	0.530186624890989	-0.370369294251218	-0.92464468087288	0.215454069370314	-0.448625561203175	0.173301162746842	-0.213053023782707	13	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Phenylobacterium"	-0.658364251303697	-0.0506434039464382	-1
"OTU_1573"	NA	NA	NA	0.0349331716156421	NA	NA	-1.21890614467265	NA	1.66595744547978	1.96774540971622	NA	0.6027202240949	NA	5	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"unidentified"	3.05245010623389	0.610490021246778	1
"OTU_1576"	-0.336852988356641	-0.236000982043652	0.251371718204475	NA	-0.291410854834981	NA	-0.596655523053738	-0.938401472631837	NA	NA	NA	-0.263786082670359	NA	7	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae(Subgroup4)"	"unidentified"	-2.41173618538673	-0.344533740769533	-1
"OTU_1580"	0.00876871321135706	-0.0381703787539965	NA	NA	0.379936756897877	NA	NA	NA	0.287533355037111	0.821817331619529	NA	NA	-0.692105884674212	6	"Chloroflexi"	"TK10"	"unculturedChloroflexibacterium"	"unidentified"	"unidentified"	0.767779893337666	0.127963315556278	1
"OTU_1582"	NA	NA	NA	-1.4269381635366	-0.945121555029221	-0.0175281395672873	NA	-1.19486817776485	0.680756813719198	0.399262035826412	NA	NA	NA	6	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"unidentified"	-2.50443718635235	-0.417406197725391	-1
"OTU_1586"	0.138178639597264	0.0336838131461899	0.885902523272459	0.274662035897092	-0.029028198679657	0.258766066163407	NA	-0.0535252604212163	0.0800369577295626	1.0802114144635	NA	-0.122046755048105	0.135084451801994	11	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	2.68192568792249	0.243811426174772	1
"OTU_1587"	-0.597609596318644	0.191001667703816	0.308315057932674	-0.883123863380227	-0.395905955090251	0.435821802511856	NA	0.762668949014464	0.0609283820925104	NA	NA	-0.18905195081965	0.494214681285392	10	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacterales"	"Patulibacteraceae"	"Patulibacter"	0.18725917493194	0.018725917493194	1
"OTU_1588"	NA	NA	-0.36541262562408	NA	NA	0.00914533838953687	NA	-1.24206148256634	-0.893921295208784	-0.45302534652894	NA	-0.283763163069893	NA	6	"Acidobacteria"	"Subgroup6"	"unidentified"	"unidentified"	"unidentified"	-3.2290385746085	-0.538173095768083	-1
"OTU_15887"	-0.454226941381773	NA	NA	-0.888217409409068	0.653568219454195	NA	-0.456892107732182	NA	NA	NA	0.0387677700261779	NA	-0.632210993238506	6	"Actinobacteria"	"Actinobacteria"	"unidentified"	"unidentified"	"unidentified"	-1.73921146228116	-0.289868577046859	-1
"OTU_159"	-0.359119035834298	NA	-0.274303857900636	-1.00681421341925	1.11803229428705	0.566924345080704	0.205650938866832	-0.0767306058702624	0.137297513588645	0.651998830160258	-0.702187893712391	-0.0287364074839059	0.107044516290592	12	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacterales"	"TM146"	"unidentified"	0.339056424053338	0.0282547020044448	1
"OTU_1595"	NA	NA	NA	0.31932555790203	NA	-0.204794605798724	-1.02338918509007	-0.0801620923966667	0.1271027351521	-1.1006009380801	0.076664840535638	0.00556004816969209	NA	8	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"unidentified"	-1.8802936396061	-0.235036704950763	-1
"OTU_1597"	0.253200507857037	0.7081560178388	NA	0.826712575390923	-0.702396738807538	0.166187581224126	-0.966998253308752	-2.24191312246175	0.81523783844925	0.225161644736235	NA	0.0417881459931977	NA	10	"Verrucomicrobia"	"Opitutae"	"Opitutales"	"Opitutaceae"	"Opitutus"	-0.874863803088471	-0.0874863803088471	-1
"OTU_1598"	-0.396118618258003	0.254905417750099	-0.0498390622854001	-1.589575287253	-0.446160675132646	0.192374099329153	-0.0381629205672616	-0.0136425853870344	-0.183453706740839	0.248475264844384	-0.617084261086293	0.0878433437797837	0.346496747393027	13	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"unidentified"	"unidentified"	-2.20394224361403	-0.169534018739541	-1
"OTU_16"	0.235743597786366	0.130501757181333	0.246985546016067	-0.0613276760597516	-1.60178243024962	0.606553789400095	0.0405697429730554	NA	0.454287291193434	0.308507452837387	0.0348550571008711	-0.124081349760246	0.488227911072381	12	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Pseudarthrobacter"	0.759040689491372	0.0632533907909477	1
"OTU_1601"	NA	NA	-0.282555548667625	-0.476050752572762	NA	0.0546162314234976	NA	0.688067880339145	0.312544890371292	0.211959712552429	NA	0.0281727434224285	NA	7	"Planctomycetes"	"Planctomycetacia"	"Planctomycetales"	"Planctomycetaceae"	"uncultured"	0.536755156868405	0.0766793081240579	1
"OTU_1604"	-0.00300374754474902	0.052111139504466	-0.237994632114808	NA	-1.12727703333517	0.333268204612044	NA	0.871563486356924	-0.345273232189371	NA	-0.173947404878299	-0.0043245667871279	0.0145726478265403	10	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Ambiguous_taxa"	"Ambiguous_taxa"	-0.620305138549551	-0.0620305138549551	-1
"OTU_1608"	-0.715549111182123	-0.0895443022570272	NA	NA	NA	NA	0.449694010301214	-0.626368472488838	-0.99629777210978	NA	-0.380361875327049	-0.990445234117665	0.128654323027242	8	"Proteobacteria"	"Betaproteobacteria"	"TRA3-20"	"unculturedbacterium"	"unidentified"	-3.22021843415403	-0.402527304269253	-1
"OTU_161"	0.10786246267106	-0.0258331704263685	-0.28216404994788	-0.276394669594098	-1.06178733375093	NA	-0.510215339312681	0.127219412662735	-1.19067897637612	-1.05966642640526	NA	0.391745303036064	-0.161190800499675	11	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"unidentified"	-3.94110358794315	-0.358282144358469	-1
"OTU_1612"	NA	NA	NA	NA	0.424504989630775	-0.0673499250910805	0.964829400407821	1.03927515104598	0.7364288579575	0.0767024228409052	NA	1.26508344408642	NA	7	"Acidobacteria"	"Subgroup6"	"unidentified"	"unidentified"	"unidentified"	4.43947434087832	0.634210620125474	1
"OTU_162"	NA	NA	-0.809997321236394	NA	-0.436435003356002	0.0248650866653601	0.253018683654507	-0.340033763932418	0.508829558657465	-0.769415761263207	-0.128027121877728	-0.203251677070706	NA	9	"Verrucomicrobia"	"Spartobacteria"	"Chthoniobacterales"	"Xiphinematobacteraceae"	"CandidatusXiphinematobacter"	-1.90044731975912	-0.211160813306569	-1
"OTU_16229"	0.176437996450048	0.0361538963500044	0.923433431304736	NA	NA	NA	NA	NA	-1.47121591966971	NA	NA	0.810484923447118	0.43999929868136	6	"Acidobacteria"	"Subgroup5"	"unidentified"	"unidentified"	"unidentified"	0.915293626563556	0.152548937760593	1
"OTU_16235"	NA	NA	0.302896860915604	NA	NA	NA	1.30966779773253	NA	0.0430693613544644	0.0351140893051995	NA	0.206770406605083	NA	5	"Acidobacteria"	"Subgroup2"	"unidentified"	"unidentified"	"unidentified"	1.89751851591288	0.379503703182576	1
"OTU_16236"	NA	NA	NA	-1.48459868028955	NA	-0.245905953395141	-1.08505552620427	NA	NA	0.122300179739595	NA	-0.0460091065816263	NA	5	"Planctomycetes"	"Planctomycetacia"	"Planctomycetales"	"Planctomycetaceae"	"Isosphaera"	-2.73926908673099	-0.547853817346198	-1
"OTU_1624"	0.157684720364199	-0.17379215632774	NA	NA	NA	NA	NA	-0.820429156113374	NA	NA	NA	-0.345188429936205	0.420788943566019	5	"Verrucomicrobia"	"OPB35soilgroup"	"unidentified"	"unidentified"	"unidentified"	-0.760936078447101	-0.15218721568942	-1
"OTU_1626"	NA	0.315571616233264	NA	-0.258207166781914	-0.0722774934759297	NA	NA	-0.121690865174023	1.41097184853755	0.896033994708587	NA	0.0532065851479509	0.353920163368466	8	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"unidentified"	2.57752868256395	0.322191085320494	1
"OTU_16260"	-0.232555967696274	-0.379068606210542	-0.0309078163859372	NA	NA	NA	NA	NA	NA	NA	NA	1.13420650045874	-0.733281242919415	5	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae(Subgroup4)"	"RB41"	-0.241607132753428	-0.0483214265506856	-1
"OTU_16289"	0.243931972642601	0.227092174760999	NA	-0.414135432078491	NA	NA	NA	0.455079251095183	NA	NA	-0.375504729266722	0.251829793672493	0.18892229841588	7	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacterales"	"Solirubrobacteraceae"	"Solirubrobacter"	0.577215329241943	0.082459332748849	1
